Ayurvedic_Diagnosis,Near_Correlated_English_Equivalent,Category,Sub_Category,Symptom_P1,Symptom_P2,Remarks 
Kapha Dosha,Disorders of Kapha,Circulatory System,ARTERIES,Arteriosclerosis,,
Kapha Dosha,Disorders of Kapha,Head & Face,EYES,Accumulation of Wastes,,EXCESSIVE
Kapha Dosha,Disorders of Kapha,Head & Face,NOSE,Accumulation of Wastes,,EXCESSIVE
Kapha Dosha,Disorders of Kapha,Body Waste & Excretions,DEFECATION,ABNORMAL,Increased stool output,
Kapha Dosha,Disorders of Kapha,Body Waste & Excretions,MICTURITION,ABNORMAL,EXCESSIVE URINATION,
Kapha Dosha,Disorders of Kapha,Body Waste & Excretions,Perspiration,ABNORMAL,Excessive Perspiration,
Kapha Dosha,Disorders of Kapha,Body Waste & Excretions,Stool,ABNORMAL,Bulky Stool,
"Pitta Vridhi, Vata-Kapha Sheen","Diminution of Vata-Kapha, Increased Pitta",Skin & External Features,Cutaneous symptoms,Reduced tactile sense,,
"Pitta Vridhi, Vata-Kapha Sheen","Diminution of Vata-Kapha, Increased Pitta",General Systemic Symptoms,Miscellaneous,Unnatural Fatigue,,
"Pitta Vridhi, Vata-Kapha Sheen","Diminution of Vata-Kapha, Increased Pitta",Head & Face,EYES,Loss of Vision,,
"Pitta Vridhi, Vata-Kapha Sheen","Diminution of Vata-Kapha, Increased Pitta",Head & Face,TOUNGE,Loss of taste,,
"Pitta Vridhi, Vata-Kapha Sheen","Diminution of Vata-Kapha, Increased Pitta",Head & Face,NOSE,Loss of Smell,,
"Pitta Vridhi, Vata-Kapha Sheen","Diminution of Vata-Kapha, Increased Pitta",General Systemic Symptoms,Whole-Body Symptoms,LOSS OF MOVEMENT,,
"Pitta Vridhi, Vata-Kapha Sheen","Diminution of Vata-Kapha, Increased Pitta",General Systemic Symptoms,Miscellaneous,LOSS OF IMMUNITY,,
"Pitta Vridhi, Vata-Kapha Sheen","Diminution of Vata-Kapha, Increased Pitta",Head & Face,EARS,Loss of Hearing,,
"Pitta Vridhi, Vata-Kapha Sheen","Diminution of Vata-Kapha, Increased Pitta",General Systemic Symptoms,Altered Level of Consciousness,FAINTING,,
"Pitta Vridhi, Vata-Kapha Sheen","Diminution of Vata-Kapha, Increased Pitta",General Systemic Symptoms,Appetite & Thirst Disorders,EXCESSIVE THIRST,,
Antrik Guda Vidradhi,Ischio-Rectal Abscess,Urogenital & Pelvic System,ANUS,TWITCHING,,
Antrik Guda Vidradhi,Ischio-Rectal Abscess,Urogenital & Pelvic System,ANUS,Discharge of Substances,PUS,
Antrik Guda Vidradhi,Ischio-Rectal Abscess,Body Waste & Excretions,DEFECATION,PAIN,,
Antrik Guda Vidradhi,Ischio-Rectal Abscess,Body Waste & Excretions,STOOL,FOUL SMELL,,
Antrik Guda Vidradhi,Ischio-Rectal Abscess,Body Waste & Excretions,FLATUS,Difficulty Passing Gas,,
Antrik Guda Vidradhi,Ischio-Rectal Abscess,Skin & External Features,SKIN,COLOR- ABNORMAL,WHITE,
Antrik Guda Vidradhi,Ischio-Rectal Abscess,Body Waste & Excretions,MICTURITION,ABNORMAL,Frequent Urination ,
Aptarpanjanya Roga,Disorders Due to Malnutrition,Digestive System,Digestive Disorders,Weakening of digestive fire,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,ABDOMINAL REGION,GENERAL ABDOMEN,Upward Movement of Air in Abdomen,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,General Systemic Symptoms,Behavioural Abnormalities,Severe mental disturbance,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,Head & Face,EARS,Loss of hearing,Partial,
Aptarpanjanya Roga,Disorders Due to Malnutrition,Musculoskeletal System,Bones,PAIN,,SEVERE
Aptarpanjanya Roga,Disorders Due to Malnutrition,Upper Body,CARDIAC REGION,PAIN,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,General Systemic Symptoms,JOINTS,PAIN,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,LOWER BODY,LEGS,PAIN,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,UPPER BODY,PECTORAL GIRDLE,PAIN,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,Upper Body,RIBS,PAIN,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,LOWER BODY,THIGHS,PAIN,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,Back & Spine,WAIST,PAIN,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,Body Waste & Excretions,MICTURITION,Obstruction of Urine,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,General Systemic Symptoms,Miscellaneous,LOSS OF IMMUNITY,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,General Systemic Symptoms,Whole-Body Symptoms,Loss of Fat,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,Head & Face,FACE,Loss of Facial Complexion,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,General Systemic Symptoms,Appetite & Thirst Disorders,LOSS OF APPETITE,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,General Systemic Symptoms,Whole-Body Symptoms,Emaciation,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,Body waste & Excretions,DEFECATION,CONSTIPATION,,
Aptarpanjanya Roga,Disorders Due to Malnutrition,Body Waste & Excretions,SEMEN DISCHARGE,ABNORMAL,Reduction or depletion of seminal fluid,
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous symptoms,URTICARIAL RASHES,,
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,Transient darkness or dimming sensation before the eyes,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Miscellaneous,Tissue decay or degeneration,,
Pitta Dosha,Disorders of Pitta,Circulatory System,BLOOD,Thin Blood Texture,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,ANUS,SUPPURATION,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,BITE SITE,SUPPURATION,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,BOILS,SUPPURATION,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,Furunculosis,SUPPURATION,,
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,SUPPURATION,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,PENIS,SUPPURATION,,
Pitta Dosha,Disorders of Pitta,Neck & Throat,THROAT,SUPPURATION,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,URETHRA,SUPPURATION,,
Pitta Dosha,Disorders of Pitta,Head & Face,TOUNGE,SOUR TASTE,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous symptoms,Skin cracking,,
Pitta Dosha,Disorders of Pitta,Neck & Throat,Delusions,Illusory Perception of Smoke Rising from Throat,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Miscellaneous,Instability of mind,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous symptoms,RASHES,,ARM PIT
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,HIGH
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous Symptoms,PUSTULES,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,ABSCESS,Pus formation,,
Pitta Dosha,Disorders of Pitta,Head & Face,TOUNGE,PUNGENT TASTE,,
Pitta Dosha,Disorders of Pitta,Musculoskeletal System,MUSCLES,Progressive decay of muscle tissue,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,Perception of the body experiencing tearing or splitting,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous symptoms,PATCHES,Circular & Hemorrhagic Patches,
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous symptoms,PATCHES,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,PAIN,BURNING,
Pitta Dosha,Disorders of Pitta,Upper Body,CHEST,PAIN,,Increases after food intake
Pitta Dosha,Disorders of Pitta,Head & Face,NOSE,LOSS OF SMELL,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Miscellaneous,JAUNDICE,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,ANUS,ITCHING,,
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,ITCHING,,
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,ITCHING,,
Pitta Dosha,Disorders of Pitta,Head & Face,NASAL PASSAGE ,ITCHING,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,SKIN,ITCHING,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,ANUS,INFLAMMATION,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,INFLAMMATION,,
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,INFLAMMATION,,
Pitta Dosha,Disorders of Pitta,Head & Face,GUMS,INFLAMMATION,,
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,INFLAMMATION,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,PENIS,INFLAMMATION,,
Pitta Dosha,Disorders of Pitta,Neck & Throat,THROAT,INFLAMMATION,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,URETHRA,INFLAMMATION,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,VAGINA,INFLAMMATION,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,Inability to feel content or satisfied,,
Pitta Dosha,Disorders of Pitta,Head & Face,Delusions,Illusory Perception of Smoke Rising from Mouth,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Speech and Voice Disorders,Hoarse Voice,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous symptoms,Furunculosis ,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,ANUS,FOUL SMELL FROM DISCHARGE,Meaty (Fleshy) Odor,
Pitta Dosha,Disorders of Pitta,Circulatory System,BLOOD,FOUL SMELL,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,FOUL SMELL,Cadaverous Odor,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,FOUL SMELL,Fishy odor,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,FOUL SMELL,Meaty (Fleshy) Odor,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,FOUL SMELL,Fetid Odor,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,FOUL SMELL,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,ERUPTIONS,Foul Smell,,
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,FOUL SMELL,,BLOOD LIKE
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,FOUL SMELL,Fecal Odor,
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,FOUL SMELL,Fishy odor,
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,FOUL SMELL,,
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,FOUL SMELL,,Like undigested food
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,FOUL SMELL,Metallic Odor,
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,FOUL SMELL,Sour Odor,
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,FOUL SMELL,,Vinegar-like
Pitta Dosha,Disorders of Pitta,Skin & External Features,PATCHES,FOUL SMELL,,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,SPUTUM,FOUL SMELL,,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,STOOL,FOUL SMELL,Cadaverous Odor,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,STOOL,FOUL SMELL,Putrid Odor,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,STOOL,FOUL SMELL,Fishy odor,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,STOOL,FOUL SMELL,Meaty (Fleshy) Odor,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,STOOL,FOUL SMELL,Fetid Odor,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,STOOL,FOUL SMELL,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,SWELLING,FOUL SMELL,,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,URINE,FOUL SMELL,Fecal Odor,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,URINE,FOUL SMELL,Fetid Odor,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,VAGINA,FOUL SMELL,Cadaverous Odor,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,VAGINAL DISCHARGE,FOUL SMELL,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,WOUND,FOUL SMELL,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,Excessively wet body texture,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Appetite & Thirst Disorders,EXCESSIVE THIRST,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Body Temperature Disturbances,Elevated body temperature,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous Symptoms,Ecchymosis,,
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,DRYNESS,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous Symptoms,Dermatitis,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,CIRCULAR PATCHES,COLOR- RED,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,SWELLING,COLOR- RED,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,MOLES,COLOR- BLUE,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,PATCHES,COLOR- BLUE,,
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,COLOR- ABNORMAL ,DEEP YELLOW ,
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,COLOR- ABNORMAL ,YELLOW,
Pitta Dosha,Disorders of Pitta,Skin & External Features,SKIN,COLOR- ABNORMAL ,COPPER,
Pitta Dosha,Disorders of Pitta,Circulatory System,BLOOD,COLOR- ABNORMAL,BLACK,
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,COLOR- ABNORMAL,BLUE,
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,COLOR- ABNORMAL,COPPER,
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,COLOR- ABNORMAL,GREEN,
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,COLOR- ABNORMAL,TURMERIC YELLOW,
Pitta Dosha,Disorders of Pitta,Head & Face,FACE,COLOR- ABNORMAL,Green,
Pitta Dosha,Disorders of Pitta,Head & Face,FACE,COLOR- ABNORMAL,Red,
Pitta Dosha,Disorders of Pitta,ARMS & HANDS,NAILS,COLOR- ABNORMAL,YELLOW,
Pitta Dosha,Disorders of Pitta,ARMS & HANDS,NAILS,COLOR- ABNORMAL,BLUE,
Pitta Dosha,Disorders of Pitta,ARMS & HANDS,NAILS,COLOR- ABNORMAL,GREEN,
Pitta Dosha,Disorders of Pitta,ARMS & HANDS,NAILS,COLOR- ABNORMAL,TURMERIC YELLOW,
Pitta Dosha,Disorders of Pitta,Skin & External Features,SKIN,COLOR- ABNORMAL,DEEP YELLOW,
Pitta Dosha,Disorders of Pitta,Skin & External Features,SKIN,COLOR- ABNORMAL,YELLOW,
Pitta Dosha,Disorders of Pitta,Skin & External Features,SKIN,COLOR- ABNORMAL,BLUE,
Pitta Dosha,Disorders of Pitta,Skin & External Features,SKIN,COLOR- ABNORMAL,GREEN,
Pitta Dosha,Disorders of Pitta,Skin & External Features,SKIN,COLOR- ABNORMAL,RED,
Pitta Dosha,Disorders of Pitta,Skin & External Features,SKIN,COLOR- ABNORMAL,TURMERIC YELLOW,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,Stool,COLOR- ABNORMAL,DEEP YELLOW,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,Stool,COLOR- ABNORMAL,YELLOW,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,Stool,COLOR- ABNORMAL,BLUE,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,Stool,COLOR- ABNORMAL,GREEN,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,Stool,COLOR- ABNORMAL,COPPER,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,Stool,COLOR- ABNORMAL,TURMERIC YELLOW,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,URINE,COLOR- ABNORMAL,DEEP YELLOW,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,URINE,COLOR- ABNORMAL,YELLOW,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,URINE,COLOR- ABNORMAL,BLUE,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,URINE,COLOR- ABNORMAL,GREEN,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,URINE,COLOR- ABNORMAL,COPPER,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,URINE,COLOR- ABNORMAL,TURMERIC YELLOW,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,Vomitus,COLOR- ABNORMAL,DEEP YELLOW,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,Vomitus,COLOR- ABNORMAL,GREEN,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,Vomitus,COLOR- ABNORMAL,COPPER,
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous Symptoms,CIRCULAR ERYTHEMA,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,Burning sensation without accompanying sweating,,INTENSE BURNING LIKE BURNING COAL IS PLACED
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous Symptoms,Burning sensation in subcutaneous tissue,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Miscellaneous,Burning discomfort associated with adenitis,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,BURNING ,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,BURNING ,,INTERNAL
Pitta Dosha,Disorders of Pitta,Digestive System,ALIMENTARY CANAL,BURNING,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,ANUS,BURNING,,
Pitta Dosha,Disorders of Pitta,ARMS & HANDS,ARMS,BURNING,,
Pitta Dosha,Disorders of Pitta,Circulatory System,BLOOD VESSELS,BURNING,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,INTERNAL
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,
Pitta Dosha,Disorders of Pitta,Upper Body,CARDIAC REGION,BURNING,,
Pitta Dosha,Disorders of Pitta,Upper Body,CHEST,BURNING,,
Pitta Dosha,Disorders of Pitta,Head & Face,EARS,BURNING,,
Pitta Dosha,Disorders of Pitta,ABDOMINAL REGION,Epigastric Region,BURNING,,HYPERACIDITY
Pitta Dosha,Disorders of Pitta,Digestive System,Esophagus,BURNING,,
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,BURNING,,
Pitta Dosha,Disorders of Pitta,LOWER BODY,FEET,BURNING,,
Pitta Dosha,Disorders of Pitta,Head & Face,FOREHEAD,BURNING,,
Pitta Dosha,Disorders of Pitta,ABDOMINAL REGION,GENERAL ABDOMEN,BURNING,,
Pitta Dosha,Disorders of Pitta,Head & Face,GLABELLA,BURNING,,
Pitta Dosha,Disorders of Pitta,ARMS & HANDS,HANDS,BURNING,,
Pitta Dosha,Disorders of Pitta,Head & Face,HEAD,BURNING,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,HERPES,BURNING,,INTENSE
Pitta Dosha,Disorders of Pitta,Vital Organs,INTESTINES,BURNING,,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,MICTURITION,BURNING,,
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,BURNING,,
Pitta Dosha,Disorders of Pitta,Head & Face,NOSE,BURNING,,
Pitta Dosha,Disorders of Pitta,Head & Face,PALATE,BURNING,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,PATCHES,BURNING,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,PELVIC REGION,BURNING,,
Pitta Dosha,Disorders of Pitta,Neck & Throat,THROAT,BURNING,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,RASHES,BURNING,,
Pitta Dosha,Disorders of Pitta,Back & Spine,SCAPULAR REGION,BURNING,,
Pitta Dosha,Disorders of Pitta,Upper Body,SHOULDERS,BURNING,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,LIKE FLAMING CHARCOAL
Pitta Dosha,Disorders of Pitta,Vital Organs,STOMACH,BURNING,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,SWELLING,BURNING,,
Pitta Dosha,Disorders of Pitta,Neck & Throat,THROAT,BURNING,,
Pitta Dosha,Disorders of Pitta,Head & Face,TOUNGE,BURNING,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,URETHRA,BURNING,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,VAGINA,BURNING,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,WOUND,BURNING,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous Symptoms,BOILS,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,ANUS,BLOOD DISCHARGE,,
Pitta Dosha,Disorders of Pitta,Head & Face,EARS,BLOOD DISCHARGE,,PURE
Pitta Dosha,Disorders of Pitta,Head & Face,EYES,BLOOD DISCHARGE,,PURE
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,BLOOD DISCHARGE,,
Pitta Dosha,Disorders of Pitta,Head & Face,MOUTH,BLOOD DISCHARGE,,PURE
Pitta Dosha,Disorders of Pitta,Head & Face,NOSE,BLOOD DISCHARGE,,
Pitta Dosha,Disorders of Pitta,Head & Face,NOSE,BLOOD DISCHARGE,,PURE
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,PENIS,Blood Discharge,,
Pitta Dosha,Disorders of Pitta,Urogenital & Pelvic System,PENIS,Blood Discharge,,PURE
Pitta Dosha,Disorders of Pitta,Skin & External Features,SKIN PORES,Blood Discharge,,
Pitta Dosha,Disorders of Pitta,Skin & External Features,SKIN PORES,Blood discharge,,PURE
Pitta Dosha,Disorders of Pitta,Skin & External Features,Cutaneous symptoms,BLISTERS,,
Pitta Dosha,Disorders of Pitta,Head & Face,TOUNGE,BITTER TASTE,,
Pitta Dosha,Disorders of Pitta,General Systemic Symptoms,Miscellaneous,"Aggravation of symptoms with pungent, sour, salty, and hot substances",,
Pitta Dosha,Disorders of Pitta,Skin & External Features,SKIN,Abnormally thickened skin texture,,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,Perspiration,ABNORMAL,Excessive Perspiration,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,STOOL,ABNORMAL,Blood in stool,PURE
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,Urine,ABNORMAL,Blood in Urine,PURE
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,VAGINAL DISCHARGE,ABNORMAL,BLOOD DISCHARGE,
Pitta Dosha,Disorders of Pitta,Body Waste & Excretions,VAGINAL DISCHARGE,ABNORMAL,BLOOD DISCHARGE,PURE
JWARA KE ATAMLAKSHAN,CARDINAL SIGN OF FEVER,General Systemic Symptoms,Miscellaneous,Instability of mind,,
JWARA KE ATAMLAKSHAN,CARDINAL SIGN OF FEVER,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
JWARA KE ATAMLAKSHAN,CARDINAL SIGN OF FEVER,General Systemic Symptoms,Whole-Body Symptoms,PAIN,,
JWARA KE ATAMLAKSHAN,CARDINAL SIGN OF FEVER,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,MENTAL INSTABILITY,,
JWARA KE ATAMLAKSHAN,CARDINAL SIGN OF FEVER,General Systemic Symptoms,Whole-Body Symptoms,General body discomfort,,
JWARA KE ATAMLAKSHAN,CARDINAL SIGN OF FEVER,General Systemic Symptoms,Body Temperature Disturbances,Elevated body temperature,,
PACHYAMANA JWARA,DIGESTIVE FEVER,General Systemic Symptoms,Miscellaneous,VERTIGO,,
PACHYAMANA JWARA,DIGESTIVE FEVER,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,VERY HIGH
PACHYAMANA JWARA,DIGESTIVE FEVER,General Systemic Symptoms,Miscellaneous,NAUSEA,,
PACHYAMANA JWARA,DIGESTIVE FEVER,General Systemic Symptoms,Appetite & Thirst Disorders,EXCESSIVE THIRST,,
PACHYAMANA JWARA,DIGESTIVE FEVER,General Systemic Symptoms,Respiratory Symptoms,DYSPNOEA,,
PACHYAMANA JWARA,DIGESTIVE FEVER,Body Waste & Excretions,DEFECATION,DIARRHEA,,
PACHYAMANA JWARA,DIGESTIVE FEVER,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
Kaknak Kushta,Lepromatous Leprosy- 3,Skin & External Features,PATCHES,WET,,
